sistema,método,pendiente energía,C ajustada,pendiente par fino
Oscilador,BM4,4.001988867683293,0.0001405978377756889,4.000781101502329
Oscilador,RK4,4.980734615156914,65.78510643265918,4.997677221501562
Péndulo,BM4,4.029832344218557,2.255381099884453e-05,4.011318623096114
Péndulo,RK4,4.984283301502773,71.97334598017099,4.995364387337676
