particle,q,rms_over_L,p95_over_L,max_over_L,first_half_rms,second_half_rms
5,293,0.0606227359197954,0.07952700190769223,0.0818843541172024,0.06062165783595554,0.060622428167469745
7,293,0.07903779656222629,0.11357643370462608,0.1320641792456698,0.07350032495025384,0.08528819800030862
1,294,0.04843484834284109,0.05962503391567798,0.06041084276009112,0.04843719724121231,0.04843766717056633
3,294,0.020803791481444393,0.02711392618592604,0.02805882414339776,0.02080698169947485,0.02080817770702116
5,294,0.047359039002929745,0.06852170364433888,0.07154821003585715,0.04736122968826052,0.04735934234515667
7,294,0.08375118752094118,0.11332919359466954,0.13139722251938768,0.08461804225768314,0.08352897129614927
1,295,0.045467273983425815,0.05903652544361258,0.05996450413378118,0.04547242351192598,0.045465556125369316
3,295,0.015735752819299946,0.021116047315036003,0.021951018503478425,0.01573729780204684,0.015739814218853763
5,295,0.02647404216636304,0.04392125361020293,0.04739419664434223,0.02647490501199548,0.026472860226284985
7,295,0.08179832204959579,0.11265964448930864,0.1336800478300814,0.08750440400302574,0.07538073908047012
1,296,0.035594097005239016,0.05011747812565575,0.051445757524211634,0.035595205887691515,0.03559424432279801
3,296,0.007407016378849569,0.011172163716975169,0.011857865980235444,0.007408184465660839,0.00741090924572241
5,296,0.002483318819712947,0.003829251553134998,0.00442338355129363,0.002482537073514556,0.0024824183356546466
7,296,0.07362144209844154,0.11243228921433371,0.1338062895637069,0.08164985111497347,0.06294121373555005
1,297,0.01981415889914083,0.031107274685139453,0.03364959647677913,0.019810904662903753,0.019817385361521812
3,297,0.002851019729698234,0.004359741982782301,0.004719277143173811,0.0028492595188774022,0.0028496403061156854
5,297,0.026402410432893958,0.04408465573981267,0.045920699394173925,0.026410291840116982,0.02640416853849458
7,297,0.06161878778410682,0.10855131117117184,0.13299912385469173,0.06810265041257091,0.05125500101525963
1,298,0.00017271795219210966,0.00028261194095712813,0.000351493436065282,0.00017106416474111318,0.00017555640838762376
3,298,0.01208604013840944,0.01659323840213879,0.017008982913982014,0.012085104201541033,0.012087334520841753
5,298,0.04729668966112475,0.06842512040351424,0.0695804597034165,0.04729647002437409,0.047293025040161744
7,298,0.05126307519266894,0.10021647927035719,0.12374937591605802,0.05038022591464001,0.04882899887728183
1,299,0.01951348880703053,0.030693300471488907,0.03312705043199477,0.019510097759205463,0.019516125306331487
3,299,0.018863942568077538,0.0244164994335392,0.024580376870393758,0.018865513566532932,0.01886784435822327
5,299,0.06057179602176344,0.07928038524393397,0.07960373037923994,0.060567398155724775,0.060565793049846196
7,299,0.04996774903569889,0.09418153419120227,0.1258495237468132,0.03779737913735167,0.05794486385712555
1,300,0.03537563277619489,0.04987519067157256,0.05120550295135399,0.035368423125923816,0.0353835117155439
3,300,0.021815684514573393,0.02758895750508863,0.027855257692478173,0.021819310814568074,0.02182055893168067
5,300,0.06509364249853114,0.07791042918215839,0.07822680217505919,0.06508915423723274,0.06508993753698374
7,300,0.05880397851952687,0.10429970292745967,0.12797909450596612,0.04338559946019226,0.07091936344583548
1,301,0.04535703754055951,0.05897604753934522,0.05990880343293409,0.04535333476847844,0.04536428236544423
3,301,0.02046677814811313,0.026647744423471297,0.02758212761121237,0.020469958011653928,0.020471129458438198
5,301,0.06058403402191965,0.07958519290418967,0.08068720796367256,0.06058307682743037,0.06058252069566716
7,301,0.07092244056763258,0.11290496618475872,0.12817114433278948,0.06035789967437986,0.08121751465276233
1,302,0.04844466903074074,0.059696722642070627,0.060365911636750584,0.048447834095196346,0.048445032059069235
3,302,0.015030967714104915,0.0202155835843841,0.020957619361996756,0.01503261057682027,0.015035598095514077
5,302,0.04732456770824512,0.06876407663131628,0.07068091121716862,0.04732611856172056,0.0473219382713751
7,302,0.08036091307982325,0.11355053898214042,0.13027436631139047,0.07629401410463667,0.08564521040325253
1,303,0.044349565355235133,0.05809642746824166,0.059214790662825895,0.04435474872139622,0.04434581292359746
3,303,0.006495111604640698,0.009880186038405042,0.010497760639438736,0.006496931051483575,0.006499913271678683
5,303,0.02646240254976898,0.044365942896085225,0.04707948174641034,0.026461994596104297,0.026457001315729867
7,303,0.08400043079677173,0.11384043308847965,0.12864076042106992,0.08576312482199049,0.08315206309511418
1,304,0.033453811129154014,0.04780166319452155,0.049229865243001096,0.03345510242211466,0.03345252743201869
3,304,0.003869524900177197,0.00593744448462749,0.006375530420820402,0.003867023155961964,0.0038668477787953026
5,304,0.002932118576157679,0.0045033326548840295,0.004923802441462579,0.0029332584026510546,0.002932135873297721
7,304,0.08090204730434339,0.11226950611892414,0.1319617442131451,0.08683066546236272,0.07432180800954563
1,305,0.016899270026964175,0.026933113689395296,0.028243872863235306,0.01689754686971966,0.016901524486821244
3,305,0.012914659533489517,0.01761988631786408,0.01767402912831161,0.01291283890504059,0.012914270688337257
5,305,0.0264847339262794,0.04430089685864969,0.0474195655904479,0.02649434086467369,0.02649117894510976
7,305,0.07177228226525696,0.11192780608181335,0.13309757617474163,0.07930550910643842,0.06143877160090758
1,306,0.0031154197511154644,0.00513355866754671,0.005518015901964813,0.003115256941630169,0.0031124990426322063
3,306,0.019339801594915162,0.02496517471598453,0.0254799234152993,0.019340566825199034,0.019341910018324228
5,306,0.04734612228347148,0.06875600926863364,0.07116019332064978,0.047346594834033195,0.04734735355145512
7,306,0.059442513953957735,0.10818940342601342,0.1338745654254071,0.0646212194934621,0.05004274101421323
1,307,0.022345415091811063,0.03474252816459645,0.0375924420241776,0.022339452977400726,0.022347291796130826
3,307,0.02186552516835998,0.027235806101918787,0.0275925554025982,0.02186827431374624,0.02186859951692792
5,307,0.06060103441661238,0.0795821716061302,0.08125740752127669,0.060597137071442576,0.060600405292031354
7,307,0.05005667450304037,0.09966905041195838,0.12505525094360498,0.04712783082937523,0.04893415350514411
1,308,0.03737907635320294,0.052040096040324876,0.05353346634167697,0.037370527049596515,0.0373859353480928
3,308,0.02008678602649217,0.02611872578351894,0.02696445386966355,0.020088968605844745,0.020089801870225337
5,308,0.06510329000868634,0.07815837186294805,0.07882387083713199,0.06509945685728341,0.06510523878027626
7,308,0.05081019420885896,0.0951330136072406,0.12773452453357592,0.03769572859622788,0.05913344025794524
1,309,0.046315048193323306,0.059545201185151955,0.060528347622753574,0.04631166686545033,0.04632002939923659
3,309,0.014286843746801402,0.019218262790138538,0.019858506883182407,0.014287846146615128,0.01429092666239833
5,309,0.06057135836121247,0.07886061860702738,0.07926188750687677,0.06057169110643826,0.060575037510955915
7,309,0.06083689092722561,0.1050635754549622,0.1283159357532031,0.04672266048079634,0.0722249052778808
1,310,0.04826942629604293,0.05973230544890116,0.060530656186922195,0.048273316820763544,0.048267873873710704
3,310,0.005560117002150862,0.008500402024795996,0.009079847057387387,0.005562188105837506,0.005564973280969579
5,310,0.04728370303790873,0.06810654313560816,0.06885532188823126,0.0472873352493447,0.047285740956712334
7,310,0.07285762764903381,0.1132036477943617,0.1263998031209552,0.0640120378902513,0.08208041176760683
1,311,0.043058764712014495,0.05710838133053497,0.05818018436609183,0.04306415341167275,0.04305517249560333
3,311,0.0048553500847300785,0.0074388947660379385,0.00795927967636235,0.004852156734296895,0.004851645648706473
5,311,0.0263657218472505,0.04375924562658861,0.0450308074523224,0.02636800623694128,0.026364638034763275
7,311,0.08145833611123643,0.11393326579863143,0.12941741669493867,0.07876789007856586,0.08581244590464214
1,312,0.03117290547899755,0.045687444457627416,0.046701613188127,0.031174787718401847,0.031173087395453415
3,312,0.013716017136404612,0.018490312016916522,0.01894380392629998,0.013713088778416626,0.013713815597154535
5,312,0.0019976409979681775,0.0031056128163900456,0.003715413786743518,0.001999582464231879,0.0019986542960111296
7,312,0.08397525505911242,0.11400077005267316,0.12682013377412346,0.08654447827398994,0.08256906798818694
