time,distance,cell_fraction,dx,dy,phase_offset_cycles,phase_offset_radians,velocity_difference,stationarity_residual,reference_discrepancy,dop853_time_shift,radau_time_shift
1.0619974026773578,0.22156227827191788,0.011754243929897934,0.09238089947521999,0.20138424110439246,0.06199740267735776,0.38954116958567064,0.13485995369059292,-4.163336342344337e-17,2.0080017432093874e-08,1.3206217674976983e-08,2.8480773295314066e-10
2.2006225842025993,0.2773827887314532,0.014715613985081913,-0.06281946572445385,0.2701757320903049,0.20062258420259926,1.260548873350171,0.3479996794523586,8.135575546575069e-13,4.107395274125299e-08,1.950321637522734e-08,1.0467626765375826e-10
3.395143255924589,0.3330129791226229,0.017666887247049224,-0.3052775267446961,0.13305365808111347,0.3951432559245891,2.482758299856481,0.48388216875407314,8.518533101131709e-14,3.5849508294088915e-08,1.949755956687227e-08,8.455978139920717e-10
4.535565753655567,0.3461094680940117,0.018361677566031215,-0.33703662423309844,-0.07872787200145126,-0.46443424634443264,-2.9181264327823637,0.45257762409027613,6.4791921827733745e-16,9.631211314847079e-08,3.2715478326394987e-08,2.546469701769638e-10
5.599651378727006,0.22111727059336062,0.011730635539312511,-0.20478997904137586,-0.08339011835277788,-0.4003486212729941,-2.515464574932081,0.5184610315916823,-4.978656376053436e-16,2.0189171383766917e-07,1.6004571001815293e-08,4.3364156709913004e-10
6.487401086001607,0.003041483400857058,0.00016135570585952314,0.0029423898034188767,-0.000770041247223574,0.4874010860016069,3.0624313422686704,0.9838269542395435,-4.77048955893622e-16,2.0209506850403619e-07,2.633662035123052e-07,3.0169795550705203e-09
6.87905568530357,0.045635721688398245,0.002421050229425966,-0.04542706099390337,0.004359039283732713,-0.12094431469643041,-0.7599155410875157,0.3928603200792238,1.0534108307869161e-15,1.9505250604137693e-07,6.05541302434176e-07,6.632689064645092e-09
7.119010293691549,0.05317938498171994,0.002821253996810493,0.01946715180669223,-0.04948814997117168,0.1190102936915487,0.7477637287258662,0.5770839590751028,-2.5770531542068653e-13,1.728064449449596e-07,3.9182331867948506e-07,7.551511416181711e-09
8.043467587520809,0.19544460450595968,0.010368658302592716,0.0949877035317801,0.17080962972926805,0.04346758752080859,0.2731149072492873,0.10520754629792671,-2.5943830417318736e-13,1.1328518416730762e-07,7.319502692837432e-08,1.206371891271374e-09
9.169949820543083,0.27256063433720507,0.014459790749016163,-0.016340235831254546,0.27207038810439954,0.16994982054308316,1.0678262153941076,0.30042549027820464,-1.9743330234578416e-12,2.0464156761231724e-07,1.0272325745575017e-07,2.0902337638517565e-09
10.360873653469172,0.32615244690535383,0.017302924708842534,-0.2738161532463792,0.17720082630649614,0.3608736534691719,2.2674360372257185,0.4739723767925014,-1.1259881915748338e-12,2.4159940452962366e-07,1.3350453009763896e-07,1.6145467185424422e-09
11.510979877242788,0.3654906835535176,0.019389882980534824,-0.35976718682546327,-0.06442834041095402,-0.4890201227572124,-3.0726040502232745,0.44623345480950116,6.3074545586516706e-15,1.1694044519323286e-07,1.1414196698922296e-07,2.054077796742604e-09
12.596188936957896,0.2768672296474172,0.01468826272618848,-0.24974865596794515,-0.11950343800427099,-0.4038110630421041,-2.5372197381827184,0.460859091667675,-1.7590096046404824e-15,2.469181558623873e-07,2.4109587215548345e-08,1.8357404485414008e-10
13.581274136552144,0.04360799076232421,0.002313475762710921,-0.043385256172383535,-0.004401863830652886,-0.4187258634478557,-2.6309321929516525,0.7089253858509824,1.0245146744858324e-13,3.548560357550768e-07,3.5575225965089885e-07,8.611088730958727e-09
14.2372014201682,0.07757817103981406,0.0041156497990068475,0.055002256245014536,-0.05470945466590216,0.23720142016819956,1.490380478042963,1.0322748937722954,5.412337245047638e-16,3.4699812903681614e-07,4.39951515218695e-07,7.869800811022287e-09
15.019064124602828,0.1569859178915733,0.008328361609424554,0.09209822513160582,0.12713180303868832,0.019064124602827803,0.11978342759872852,0.060340967141420544,4.996003610813204e-16,2.6318668775077296e-07,9.436177883515029e-08,2.982025293363222e-09
16.13001647813665,0.27462244264363356,0.01456917307690822,0.04234050742859097,0.2713388424723693,0.13001647813664974,0.8169176251194336,0.23253326835413468,8.049116928532385e-16,3.2975455065937273e-07,1.943239205104419e-07,3.902062672977991e-09
17.3116484221486,0.3165049196837643,0.01679110749353244,-0.2170543072309119,0.23035362358021416,0.31164842214860045,1.9581447870497874,0.449703003324788,5.204170427930421e-16,4.991475656710078e-07,2.788872919268215e-07,4.3948524819370505e-09
17.905911848916734,0.3904133840673352,0.020712073307859756,-0.36246397441952105,0.14506025543515833,-0.09408815108326607,-0.5911732884660704,0.8639934338393079,5.828670879282072e-16,6.238756691373943e-07,1.8214888797274398e-06,2.9646958665807688e-08
18.47715717472883,0.3690214943737058,0.019577198312253342,-0.36845002304680285,-0.020529097072531144,0.47715717472883057,2.998066949471511,0.4479059816279127,7.58724680305356e-16,4.033858017165445e-07,1.3463986547890272e-07,3.2704043917419767e-09
19.584407906544005,0.3146608868272562,0.01669327851208668,-0.28550749873548575,-0.13227600638332682,-0.4155920934559951,-2.611242135382714,0.4306584442225,-4.678913506639404e-13,2.1260186680359726e-07,7.730010054274317e-08,1.4442278484239068e-09
20.611282827868216,0.10592115267401858,0.00561929167535635,-0.0991433866830782,-0.03728108717302092,-0.38871717213178414,-2.4423820245868244,0.5775848105804835,2.242130092700023e-15,1.1216924402415018e-07,8.38167970584891e-08,7.146390146317572e-10
21.324491611103415,0.07285314221638697,0.0038649792345066994,0.05992325550102606,-0.041434089599746926,0.32449161110341507,2.03884092318801,1.1716476658571822,-8.951173136040325e-16,1.440185120737635e-07,1.1829421353581893e-07,1.0022290553024504e-08
22.003760332859077,0.09948603053431211,0.005277897842711402,0.0660034539575971,0.07443798987843131,0.0037603328590769536,0.023626868170256922,0.024885880089219783,1.259409243559162e-15,1.595407316930681e-07,5.0176069521512545e-08,9.762892716480565e-10
23.09360292951971,0.266707939187137,0.014149295627834922,0.08324687678508447,0.25338327160840457,0.09360292951971161,0.5881245514672183,0.17624850262785216,3.3350822103983546e-12,9.284085378806352e-08,2.7771413613209006e-08,4.037907785914285e-09
24.25839855530029,0.3030130729136937,0.016075342791900395,-0.14664057966256827,0.26516685832287834,0.258398555300289,1.6235660060592076,0.4082162165185071,2.230930717939117e-12,1.4230154488455996e-07,9.168368109158109e-08,5.4570925556163274e-09
25.44271194855392,0.35265363473135697,0.018708856388948227,-0.3493267131184048,0.04832632399768322,0.4427119485539208,2.78164121046684,0.4682711185871374,5.776542438828969e-13,1.894221928328499e-07,5.154750937208519e-08,3.915609170235257e-09
26.566761300470777,0.3233720729045989,0.017155421286887688,-0.30469974492943663,-0.10829387320875306,-0.4332386995292232,-2.722119031383607,0.4454100228361016,-1.4090378169795414e-12,1.4008604462740138e-07,3.7057322543887494e-08,2.1421229234874772e-09
